,date,deaths_new,deaths_bid,deaths_new_dod,deaths_bid_dod,deaths_pvax,deaths_fvax,deaths_tat
0,2020-03-17,2,0,2,0,0,0,0
1,2020-03-18,0,0,0,0,0,0,0
2,2020-03-19,0,0,0,0,0,0,0
3,2020-03-20,1,0,1,0,0,0,0
4,2020-03-21,4,0,4,0,0,0,0
5,2020-03-22,4,1,4,1,0,0,0
6,2020-03-23,5,0,5,0,0,0,0
7,2020-03-24,2,0,2,0,0,0,0
8,2020-03-25,3,0,3,0,0,0,0
9,2020-03-26,5,0,5,0,0,0,0
10,2020-03-27,2,1,2,1,0,0,0
11,2020-03-28,6,0,6,0,0,0,0
12,2020-03-29,5,0,5,0,0,0,0
13,2020-03-30,4,0,4,0,0,0,0
14,2020-03-31,5,0,5,0,0,0,0
15,2020-04-01,2,0,2,0,0,0,0
16,2020-04-02,2,0,2,0,0,0,0
17,2020-04-03,5,0,5,0,0,0,0
18,2020-04-04,3,0,3,0,0,0,0
19,2020-04-05,2,0,2,0,0,0,0
20,2020-04-06,2,1,2,1,0,0,0
21,2020-04-07,1,0,1,0,0,0,0
22,2020-04-08,1,0,1,0,0,0,0
23,2020-04-09,2,0,2,0,0,0,0
24,2020-04-10,3,0,3,0,0,0,0
25,2020-04-11,3,0,3,0,0,0,0
26,2020-04-12,5,0,5,0,0,0,0
27,2020-04-13,1,0,1,0,0,0,0
28,2020-04-14,3,0,3,0,0,0,0
29,2020-04-15,2,0,2,0,0,0,0
30,2020-04-16,2,0,2,0,0,0,0
31,2020-04-17,1,0,1,0,0,0,0
32,2020-04-18,0,0,0,0,0,0,0
33,2020-04-19,1,0,1,0,0,0,0
34,2020-04-20,1,0,1,0,0,0,0
35,2020-04-21,2,0,2,0,0,0,0
36,2020-04-22,2,0,2,0,0,0,0
37,2020-04-23,1,0,1,0,0,0,0
38,2020-04-24,1,0,1,0,0,0,0
39,2020-04-25,2,0,2,0,0,0,0
40,2020-04-26,0,0,0,0,0,0,0
41,2020-04-27,1,0,1,0,0,0,0
42,2020-04-28,1,0,1,0,0,0,0
43,2020-04-29,1,0,1,0,0,0,0
44,2020-04-30,2,0,2,0,0,0,0
45,2020-05-01,0,0,0,0,0,0,0
46,2020-05-02,1,0,1,0,0,0,0
47,2020-05-03,1,0,1,0,0,0,0
48,2020-05-04,0,0,0,0,0,0,0
49,2020-05-05,2,0,2,0,0,0,0
50,2020-05-06,0,0,0,0,0,0,0
51,2020-05-07,1,0,1,0,0,0,0
52,2020-05-08,0,0,0,0,0,0,0
53,2020-05-09,1,0,1,0,0,0,0
54,2020-05-10,1,0,1,0,0,0,0
55,2020-05-11,0,0,0,0,0,0,0
56,2020-05-12,1,0,1,0,0,0,0
57,2020-05-13,2,1,2,1,0,0,0
58,2020-05-14,0,0,0,0,0,0,0
59,2020-05-15,0,0,0,0,0,0,0
60,2020-05-16,0,0,0,0,0,0,0
61,2020-05-17,0,0,0,0,0,0,0
62,2020-05-18,1,0,1,0,0,0,0
63,2020-05-19,0,0,0,0,0,0,0
64,2020-05-20,0,0,0,0,0,0,0
65,2020-05-21,1,0,1,0,0,0,0
66,2020-05-22,0,0,0,0,0,0,0
67,2020-05-23,0,0,0,0,0,0,0
68,2020-05-24,0,0,0,0,0,0,0
69,2020-05-25,0,0,0,0,0,0,0
70,2020-05-26,0,0,0,0,0,0,0
71,2020-05-27,0,0,0,0,0,0,0
72,2020-05-28,0,0,0,0,0,0,0
73,2020-05-29,0,0,0,0,0,0,0
74,2020-05-30,0,0,0,0,0,0,0
75,2020-05-31,0,0,0,0,0,0,0
76,2020-06-01,0,0,0,0,0,0,0
77,2020-06-02,0,0,0,0,0,0,0
78,2020-06-03,0,0,0,0,0,0,0
79,2020-06-04,1,0,1,0,0,0,0
80,2020-06-05,1,0,1,0,0,0,0
81,2020-06-06,0,0,0,0,0,0,0
82,2020-06-07,0,0,0,0,0,0,0
83,2020-06-08,0,0,0,0,0,0,0
84,2020-06-09,0,0,0,0,0,0,0
85,2020-06-10,1,0,1,0,0,0,0
86,2020-06-11,1,1,1,1,0,0,0
87,2020-06-12,2,1,2,1,0,0,0
88,2020-06-13,0,0,0,0,0,0,0
89,2020-06-14,0,0,0,0,0,0,0
90,2020-06-15,0,0,0,0,0,0,0
91,2020-06-16,0,0,0,0,0,0,0
92,2020-06-17,0,0,0,0,0,0,0
93,2020-06-18,0,0,0,0,0,0,0
94,2020-06-19,0,0,0,0,0,0,0
95,2020-06-20,0,0,0,0,0,0,0
96,2020-06-21,0,0,0,0,0,0,0
97,2020-06-22,0,0,0,0,0,0,0
98,2020-06-23,0,0,0,0,0,0,0
99,2020-06-24,0,0,0,0,0,0,0
100,2020-06-25,0,0,0,0,0,0,0
101,2020-06-26,0,0,0,0,0,0,0
102,2020-06-27,0,0,0,0,0,0,0
103,2020-06-28,0,0,0,0,0,0,0
104,2020-06-29,0,0,0,0,0,0,0
105,2020-06-30,0,0,0,0,0,0,0
106,2020-07-01,0,0,0,0,0,0,0
107,2020-07-02,0,0,0,0,0,0,0
108,2020-07-03,0,0,0,0,0,0,0
109,2020-07-04,0,0,0,0,0,0,0
110,2020-07-05,0,0,0,0,0,0,0
111,2020-07-06,0,0,0,0,0,0,0
112,2020-07-07,0,0,0,0,0,0,0
113,2020-07-08,0,0,0,0,0,0,0
114,2020-07-09,0,0,0,0,0,0,0
115,2020-07-10,1,0,1,0,0,0,0
116,2020-07-11,0,0,0,0,0,0,0
117,2020-07-12,0,0,0,0,0,0,0
118,2020-07-13,0,0,0,0,0,0,0
119,2020-07-14,0,0,0,0,0,0,0
120,2020-07-15,0,0,0,0,0,0,0
121,2020-07-16,0,0,0,0,0,0,0
122,2020-07-17,1,1,1,1,0,0,0
123,2020-07-18,0,0,0,0,0,0,0
124,2020-07-19,0,0,0,0,0,0,0
125,2020-07-20,0,0,0,0,0,0,0
126,2020-07-21,0,0,0,0,0,0,0
127,2020-07-22,0,0,0,0,0,0,0
128,2020-07-23,0,0,0,0,0,0,0
129,2020-07-24,0,0,0,0,0,0,0
130,2020-07-25,0,0,0,0,0,0,0
131,2020-07-26,1,0,1,0,0,0,0
132,2020-07-27,0,0,0,0,0,0,0
133,2020-07-28,0,0,0,0,0,0,0
134,2020-07-29,1,1,1,1,0,0,0
135,2020-07-30,0,0,0,0,0,0,0
136,2020-07-31,0,0,0,0,0,0,0
137,2020-08-01,0,0,0,0,0,0,0
138,2020-08-02,0,0,0,0,0,0,0
139,2020-08-03,0,0,0,0,0,0,0
140,2020-08-04,0,0,0,0,0,0,0
141,2020-08-05,0,0,0,0,0,0,0
142,2020-08-06,0,0,0,0,0,0,0
143,2020-08-07,0,0,0,0,0,0,0
144,2020-08-08,0,0,0,0,0,0,0
145,2020-08-09,0,0,0,0,0,0,0
146,2020-08-10,0,0,1,0,0,0,0
147,2020-08-11,0,0,0,0,0,0,0
148,2020-08-12,0,0,0,0,0,0,0
149,2020-08-13,0,0,0,0,0,0,0
150,2020-08-14,0,0,0,0,0,0,0
151,2020-08-15,0,0,0,0,0,0,0
152,2020-08-16,0,0,0,0,0,0,0
153,2020-08-17,0,0,0,0,0,0,0
154,2020-08-18,0,0,0,0,0,0,0
155,2020-08-19,0,0,0,0,0,0,0
156,2020-08-20,0,0,0,0,0,0,0
157,2020-08-21,0,0,0,0,0,0,0
158,2020-08-22,0,0,0,0,0,0,0
159,2020-08-23,0,0,0,0,0,0,0
160,2020-08-24,0,0,0,0,0,0,0
161,2020-08-25,0,0,0,0,0,0,0
162,2020-08-26,0,0,0,0,0,0,0
163,2020-08-27,0,0,0,0,0,0,0
164,2020-08-28,0,0,0,0,0,0,0
165,2020-08-29,1,0,1,0,0,0,0
166,2020-08-30,1,0,1,0,0,0,0
167,2020-08-31,0,0,0,0,0,0,0
168,2020-09-01,1,0,1,0,0,0,0
169,2020-09-02,0,0,0,0,0,0,0
170,2020-09-03,0,0,0,0,0,0,0
171,2020-09-04,0,0,0,0,0,0,0
172,2020-09-05,0,0,0,0,0,0,0
173,2020-09-06,0,0,0,0,0,0,0
174,2020-09-07,0,0,0,0,0,0,0
175,2020-09-08,0,0,0,0,0,0,0
176,2020-09-09,0,0,0,0,0,0,0
177,2020-09-10,0,0,0,0,0,0,0
178,2020-09-11,0,0,0,0,0,0,0
179,2020-09-12,0,0,0,0,0,0,0
180,2020-09-13,0,0,0,0,0,0,0
181,2020-09-14,1,1,1,1,0,0,0
182,2020-09-15,0,0,0,0,0,0,0
183,2020-09-16,0,0,0,0,0,0,0
184,2020-09-17,0,0,0,0,0,0,0
185,2020-09-18,1,0,1,0,0,0,0
186,2020-09-19,1,0,1,0,0,0,0
187,2020-09-20,0,0,0,0,0,0,0
188,2020-09-21,0,0,0,0,0,0,0
189,2020-09-22,1,0,1,0,0,0,0
190,2020-09-23,1,0,2,0,0,0,0
191,2020-09-24,0,0,0,0,0,0,0
192,2020-09-25,0,0,0,0,0,0,0
193,2020-09-26,1,1,1,1,0,0,0
194,2020-09-27,1,0,1,0,0,0,0
195,2020-09-28,1,0,1,0,0,0,0
196,2020-09-29,0,0,0,0,0,0,0
197,2020-09-30,0,0,0,0,0,0,0
198,2020-10-01,0,0,0,0,0,0,0
199,2020-10-02,2,0,3,1,0,0,0
200,2020-10-03,1,0,1,0,0,0,0
201,2020-10-04,2,0,2,0,0,0,0
202,2020-10-05,3,1,3,1,0,0,0
203,2020-10-06,1,1,1,1,0,0,0
204,2020-10-07,3,1,3,1,0,0,0
205,2020-10-08,5,1,5,1,0,0,0
206,2020-10-09,4,1,4,1,0,0,0
207,2020-10-10,3,1,3,1,0,0,0
208,2020-10-11,3,1,3,1,0,0,0
209,2020-10-12,3,3,3,3,0,0,0
210,2020-10-13,4,3,4,3,0,0,0
211,2020-10-14,4,1,4,1,0,0,0
212,2020-10-15,2,1,3,1,0,0,0
213,2020-10-16,6,1,6,1,0,0,0
214,2020-10-17,6,3,6,3,0,0,0
215,2020-10-18,2,0,2,0,0,0,0
216,2020-10-19,7,3,7,3,0,0,0
217,2020-10-20,4,3,4,3,0,0,0
218,2020-10-21,7,4,7,4,0,0,0
219,2020-10-22,11,4,11,4,0,0,0
220,2020-10-23,9,5,9,5,0,0,0
221,2020-10-24,3,0,3,0,0,0,0
222,2020-10-25,6,0,6,0,0,0,0
223,2020-10-26,2,1,2,1,0,0,0
224,2020-10-27,2,1,2,1,0,0,0
225,2020-10-28,10,4,10,4,0,0,0
226,2020-10-29,4,3,4,3,0,0,0
227,2020-10-30,3,1,3,1,0,0,0
228,2020-10-31,5,3,5,3,0,0,0
229,2020-11-01,3,3,4,4,0,0,0
230,2020-11-02,2,1,5,3,0,0,0
231,2020-11-03,2,0,8,3,0,0,0
232,2020-11-04,1,0,7,5,0,0,0
233,2020-11-05,6,4,6,5,0,0,3
234,2020-11-06,2,1,4,3,0,0,3
235,2020-11-07,3,2,2,2,0,0,3
236,2020-11-08,4,2,4,0,0,0,1
237,2020-11-09,8,5,1,1,0,0,3
238,2020-11-10,6,5,2,2,0,0,5
239,2020-11-11,2,1,2,1,0,0,3
240,2020-11-12,1,1,0,0,0,0,2
241,2020-11-13,1,1,3,1,0,0,2
242,2020-11-14,2,1,9,4,0,0,2
243,2020-11-15,3,1,3,0,0,0,1
244,2020-11-16,4,0,3,2,0,0,2
245,2020-11-17,5,3,3,1,0,0,3
246,2020-11-18,4,2,5,2,0,0,2
247,2020-11-19,4,1,4,2,0,0,1
248,2020-11-20,3,1,3,1,0,0,2
249,2020-11-21,3,1,4,1,0,0,2
250,2020-11-22,3,1,4,2,0,0,1
251,2020-11-23,2,2,4,3,0,0,4
252,2020-11-24,4,2,0,0,0,0,8
253,2020-11-25,4,3,4,2,0,0,3
254,2020-11-26,3,1,3,1,0,0,3
255,2020-11-27,2,1,2,1,0,0,4
256,2020-11-28,4,3,5,1,0,0,4
257,2020-11-29,3,2,6,2,0,0,3
258,2020-11-30,3,0,6,1,0,0,2
259,2020-12-01,2,0,0,0,0,0,2
260,2020-12-02,2,2,6,2,0,0,4
261,2020-12-03,11,1,1,0,0,0,3
262,2020-12-04,0,0,1,0,0,0,0
263,2020-12-05,4,1,4,0,0,0,1
264,2020-12-06,3,0,2,0,0,0,0
265,2020-12-07,2,0,4,0,0,0,10
266,2020-12-08,4,2,6,3,0,0,3
267,2020-12-09,5,0,3,0,0,0,1
268,2020-12-10,3,1,8,2,0,0,2
269,2020-12-11,6,1,6,0,0,0,1
270,2020-12-12,9,2,6,2,0,0,7
271,2020-12-13,4,0,2,0,0,0,1
272,2020-12-14,4,1,1,0,0,0,8
273,2020-12-15,3,0,5,1,0,0,4
274,2020-12-16,7,2,3,0,0,0,1
275,2020-12-17,3,1,4,1,0,0,1
276,2020-12-18,0,0,2,1,0,0,0
277,2020-12-19,1,0,4,0,0,0,1
278,2020-12-20,4,1,4,1,0,0,2
279,2020-12-21,1,0,2,1,0,0,11
280,2020-12-22,1,1,5,1,0,0,14
281,2020-12-23,5,2,3,2,0,0,3
282,2020-12-24,2,2,10,3,0,0,26
283,2020-12-25,3,1,4,1,0,0,2
284,2020-12-26,2,1,8,1,0,0,2
285,2020-12-27,1,1,1,0,0,0,6
286,2020-12-28,3,0,8,2,0,0,6
287,2020-12-29,2,0,3,0,0,0,1
288,2020-12-30,6,1,8,1,0,0,3
289,2020-12-31,8,0,7,2,0,0,5
290,2021-01-01,3,0,12,1,0,0,3
291,2021-01-02,9,1,9,1,0,0,2
292,2021-01-03,11,1,8,1,0,0,4
293,2021-01-04,7,0,10,1,0,0,2
294,2021-01-05,11,3,10,2,0,0,4
295,2021-01-06,1,1,17,3,0,0,6
296,2021-01-07,8,1,6,2,0,0,2
297,2021-01-08,16,3,12,1,0,0,3
298,2021-01-09,5,0,8,1,0,0,3
299,2021-01-10,9,1,12,3,0,0,6
300,2021-01-11,4,1,3,1,0,0,2
301,2021-01-12,4,0,10,1,0,0,2
302,2021-01-13,4,2,9,4,0,0,5
303,2021-01-14,15,2,13,3,0,0,5
304,2021-01-15,8,0,14,3,0,0,2
305,2021-01-16,8,1,15,2,0,0,2
306,2021-01-17,7,1,11,3,0,0,1
307,2021-01-18,4,0,16,1,0,0,2
308,2021-01-19,14,1,10,2,0,0,2
309,2021-01-20,11,1,20,5,0,0,4
310,2021-01-21,12,2,15,5,0,0,2
311,2021-01-22,18,4,16,3,0,0,2
312,2021-01-23,7,0,15,1,0,0,1
313,2021-01-24,11,2,11,1,0,0,3
314,2021-01-25,11,3,16,4,0,0,2
315,2021-01-26,11,2,20,2,0,0,4
316,2021-01-27,7,0,16,6,0,0,2
317,2021-01-28,10,2,12,0,0,0,3
318,2021-01-29,16,5,19,2,0,0,4
319,2021-01-30,13,3,13,2,0,0,2
320,2021-01-31,14,2,18,2,0,0,5
321,2021-02-01,10,0,15,2,0,0,1
322,2021-02-02,21,0,14,1,0,0,3
323,2021-02-03,18,4,20,3,0,0,2
324,2021-02-04,17,3,22,2,0,0,2
325,2021-02-05,19,2,8,2,0,0,2
326,2021-02-06,12,3,16,1,0,0,2
327,2021-02-07,15,3,12,0,0,0,1
328,2021-02-08,24,6,23,6,0,0,3
329,2021-02-09,13,0,13,0,0,0,1
330,2021-02-10,14,0,11,2,0,0,2
331,2021-02-11,1,0,13,0,0,0,0
332,2021-02-12,18,1,6,0,0,0,1
333,2021-02-13,6,1,15,2,0,0,3
334,2021-02-14,8,0,9,1,0,0,1
335,2021-02-15,11,0,14,3,0,0,5
336,2021-02-16,9,1,12,1,0,0,1
337,2021-02-17,23,2,7,1,0,0,3
338,2021-02-18,1,0,7,2,0,0,14
339,2021-02-19,39,7,9,1,0,0,10
340,2021-02-20,9,1,8,0,0,0,1
341,2021-02-21,6,1,5,0,0,0,3
342,2021-02-22,7,2,10,1,0,0,2
343,2021-02-23,20,6,10,2,0,0,4
344,2021-02-24,12,1,5,0,0,0,7
345,2021-02-25,13,2,6,1,0,0,32
346,2021-02-26,10,5,3,0,0,0,28
347,2021-02-27,10,2,10,1,0,0,4
348,2021-02-28,9,0,5,0,0,0,2
349,2021-03-01,5,0,4,0,0,0,11
350,2021-03-02,6,1,9,2,0,0,2
351,2021-03-03,7,0,4,0,0,0,3
352,2021-03-04,5,0,3,0,0,0,2
353,2021-03-05,6,1,8,1,0,0,21
354,2021-03-06,7,0,4,0,0,0,1
355,2021-03-07,3,0,5,0,0,0,11
356,2021-03-08,8,1,6,1,0,0,2
357,2021-03-09,9,2,8,0,0,0,4
358,2021-03-10,5,0,7,1,0,0,1
359,2021-03-11,9,1,4,0,0,0,3
360,2021-03-12,3,1,3,0,0,0,2
361,2021-03-13,3,0,3,0,0,0,2
362,2021-03-14,4,0,4,0,0,0,0
363,2021-03-15,3,0,4,0,0,0,2
364,2021-03-16,5,0,3,0,0,0,1
365,2021-03-17,2,0,2,0,0,0,3
366,2021-03-18,3,0,1,0,0,0,2
367,2021-03-19,2,0,1,0,0,0,7
368,2021-03-20,4,0,5,1,0,0,15
369,2021-03-21,4,0,5,1,0,0,15
370,2021-03-22,5,1,2,0,0,0,1
371,2021-03-23,1,0,2,2,0,0,1
372,2021-03-24,2,0,4,1,0,0,3
373,2021-03-25,2,0,2,0,0,0,0
374,2021-03-26,1,0,1,0,0,0,5
375,2021-03-27,2,2,8,1,0,0,5
376,2021-03-28,4,0,3,0,1,0,1
377,2021-03-29,5,0,4,2,0,0,2
378,2021-03-30,4,0,6,0,0,0,2
379,2021-03-31,8,1,9,2,0,0,2
380,2021-04-01,6,2,3,0,0,0,1
381,2021-04-02,5,1,2,0,0,0,2
382,2021-04-03,3,1,5,0,0,0,2
383,2021-04-04,2,0,6,0,0,0,1
384,2021-04-05,7,0,4,1,0,0,4
385,2021-04-06,5,0,3,1,0,0,2
386,2021-04-07,4,0,2,0,0,0,1
387,2021-04-08,4,0,6,3,0,0,2
388,2021-04-09,5,2,7,2,0,0,13
389,2021-04-10,8,0,3,1,0,0,3
390,2021-04-11,8,1,6,3,0,0,36
391,2021-04-12,4,1,11,0,0,0,1
392,2021-04-13,12,5,5,1,0,0,2
393,2021-04-14,8,0,5,0,0,0,1
394,2021-04-15,10,1,4,0,0,0,1
395,2021-04-16,2,0,6,0,0,0,49
396,2021-04-17,5,0,11,2,0,0,4
397,2021-04-18,8,0,8,3,0,0,2
398,2021-04-19,8,0,10,3,0,0,1
399,2021-04-20,3,0,10,2,0,0,1
400,2021-04-21,11,3,9,1,0,0,2
401,2021-04-22,7,0,6,3,0,0,2
402,2021-04-23,8,3,15,4,0,0,3
403,2021-04-24,11,2,8,3,0,0,2
404,2021-04-25,10,0,21,2,0,0,2
405,2021-04-26,13,2,14,1,0,0,1
406,2021-04-27,13,2,10,2,0,0,2
407,2021-04-28,15,3,14,2,0,0,2
408,2021-04-29,15,3,22,3,0,0,3
409,2021-04-30,14,3,21,1,0,0,1
410,2021-05-01,15,0,16,4,0,0,2
411,2021-05-02,12,2,20,6,0,0,1
412,2021-05-03,18,0,23,1,2,0,3
413,2021-05-04,23,2,14,1,0,0,2
414,2021-05-05,17,2,30,5,1,0,2
415,2021-05-06,19,4,28,4,1,0,1
416,2021-05-07,22,3,31,4,0,0,1
417,2021-05-08,25,4,29,3,2,0,2
418,2021-05-09,26,4,21,2,0,0,2
419,2021-05-10,17,0,35,3,1,0,1
420,2021-05-11,22,2,44,2,0,0,2
421,2021-05-12,39,3,50,4,1,0,2
422,2021-05-13,27,3,38,2,2,0,2
423,2021-05-14,34,2,44,6,1,0,2
424,2021-05-15,44,0,48,9,2,0,2
425,2021-05-16,36,1,44,2,4,0,1
426,2021-05-17,45,3,51,7,3,0,2
427,2021-05-18,47,8,58,7,4,0,2
428,2021-05-19,46,5,52,9,3,0,2
429,2021-05-20,59,7,46,5,2,0,2
430,2021-05-21,50,3,60,7,1,0,2
431,2021-05-22,50,10,84,7,4,0,2
432,2021-05-23,49,6,69,9,4,0,2
433,2021-05-24,61,5,66,8,3,0,1
434,2021-05-25,60,4,74,6,3,0,1
435,2021-05-26,63,8,91,8,7,0,2
436,2021-05-27,59,3,63,8,6,0,2
437,2021-05-28,61,3,105,13,3,0,2
438,2021-05-29,98,9,75,2,1,0,2
439,2021-05-30,79,8,109,14,6,0,2
440,2021-05-31,67,8,97,11,7,0,1
441,2021-06-01,71,5,94,10,8,0,2
442,2021-06-02,126,10,87,9,2,0,3
443,2021-06-03,103,9,110,5,3,0,2
444,2021-06-04,86,7,83,7,3,0,1
445,2021-06-05,109,9,90,9,7,0,2
446,2021-06-06,87,6,79,13,4,0,1
447,2021-06-07,82,6,83,9,2,1,2
448,2021-06-08,76,5,73,13,2,0,2
449,2021-06-09,75,11,93,9,5,0,2
450,2021-06-10,73,6,68,6,7,0,2
451,2021-06-11,84,16,66,2,5,0,2
452,2021-06-12,76,5,83,7,4,0,2
453,2021-06-13,64,6,73,6,5,1,1
454,2021-06-14,60,3,91,8,5,0,2
455,2021-06-15,101,9,79,10,5,0,2
456,2021-06-16,73,9,81,12,5,0,2
457,2021-06-17,60,2,81,11,5,0,2
458,2021-06-18,74,6,81,11,8,0,2
459,2021-06-19,72,11,67,13,4,0,2
460,2021-06-20,60,7,75,11,11,0,2
461,2021-06-21,69,5,81,12,9,0,2
462,2021-06-22,77,11,88,13,10,0,2
463,2021-06-23,83,10,84,11,12,0,2
464,2021-06-24,84,11,80,15,12,0,2
465,2021-06-25,82,17,78,5,12,0,2
466,2021-06-26,81,10,87,13,13,0,2
467,2021-06-27,60,9,72,12,15,1,2
468,2021-06-28,57,4,91,7,10,1,1
469,2021-06-29,107,14,91,20,16,1,3
470,2021-06-30,62,7,110,15,22,0,2
471,2021-07-01,84,9,98,19,12,1,2
472,2021-07-02,73,13,107,18,11,2,2
473,2021-07-03,107,14,116,14,25,1,2
474,2021-07-04,63,7,114,14,19,1,2
475,2021-07-05,77,13,100,16,22,0,2
476,2021-07-06,103,12,113,12,29,0,3
477,2021-07-07,91,10,155,17,32,0,3
478,2021-07-08,135,20,158,38,39,2,3
479,2021-07-09,77,8,182,24,55,5,2
480,2021-07-10,87,8,149,32,35,3,3
481,2021-07-11,90,10,184,34,49,1,2
482,2021-07-12,103,14,176,51,45,3,2
483,2021-07-13,125,16,193,28,48,1,2
484,2021-07-14,118,13,179,34,52,3,2
485,2021-07-15,110,15,209,35,54,2,2
486,2021-07-16,115,24,213,41,58,3,3
487,2021-07-17,138,18,262,44,68,3,2
488,2021-07-18,153,24,235,43,63,4,2
489,2021-07-19,129,13,221,33,63,2,2
490,2021-07-20,93,10,276,58,77,3,1
491,2021-07-21,199,33,271,53,89,10,4
492,2021-07-22,134,22,264,47,92,8,2
493,2021-07-23,144,8,289,55,100,11,2
494,2021-07-24,184,32,298,59,96,14,3
495,2021-07-25,92,8,303,56,93,7,2
496,2021-07-26,207,14,268,64,84,10,3
497,2021-07-27,207,31,275,74,62,12,3
498,2021-07-28,143,14,321,62,99,14,2
499,2021-07-29,174,28,289,66,78,19,2
500,2021-07-30,134,9,327,88,103,9,2
501,2021-07-31,165,12,312,85,103,15,3
502,2021-08-01,160,20,326,98,101,14,3
503,2021-08-02,219,21,375,96,135,18,3
504,2021-08-03,195,34,339,84,111,23,3
505,2021-08-04,257,21,306,79,90,22,4
506,2021-08-05,164,22,312,64,90,23,3
507,2021-08-06,160,24,357,90,115,23,3
508,2021-08-07,210,34,333,71,104,18,4
509,2021-08-08,360,85,319,78,87,21,8
510,2021-08-09,212,16,304,64,89,13,3
511,2021-08-10,201,34,407,117,122,40,4
512,2021-08-11,211,16,287,65,88,19,4
513,2021-08-12,318,93,294,56,104,31,5
514,2021-08-13,277,96,263,32,82,22,6
515,2021-08-14,260,68,276,59,84,28,5
516,2021-08-15,282,101,289,67,104,22,4
517,2021-08-16,274,77,291,61,89,27,5
518,2021-08-17,293,44,250,64,68,21,4
519,2021-08-18,225,35,277,71,83,30,3
520,2021-08-19,178,35,257,69,71,27,3
521,2021-08-20,233,60,233,52,69,24,4
522,2021-08-21,223,35,247,60,64,33,4
523,2021-08-22,232,43,302,72,73,42,4
524,2021-08-23,174,21,273,57,72,28,3
525,2021-08-24,211,40,186,66,52,29,3
526,2021-08-25,265,69,235,52,51,28,5
527,2021-08-26,393,100,270,56,82,32,6
528,2021-08-27,339,99,236,55,71,27,8
529,2021-08-28,252,31,238,62,57,36,3
530,2021-08-29,285,51,245,69,56,36,4
531,2021-08-30,295,53,272,68,53,30,3
532,2021-08-31,282,98,256,63,51,44,6
533,2021-09-01,278,65,268,61,55,49,3
534,2021-09-02,249,80,227,54,61,30,4
535,2021-09-03,330,93,218,53,50,34,6
536,2021-09-04,362,104,228,47,57,28,5
537,2021-09-05,336,107,249,51,65,53,7
538,2021-09-06,272,81,232,51,41,37,4
539,2021-09-07,311,93,227,54,49,27,4
540,2021-09-08,362,102,247,64,50,50,8
541,2021-09-09,322,55,210,50,55,44,7
542,2021-09-10,341,102,212,48,42,42,9
543,2021-09-11,592,88,213,49,49,41,25
544,2021-09-12,292,106,225,48,42,49,5
545,2021-09-13,413,176,180,43,34,32,6
546,2021-09-14,463,108,193,50,48,46,23
547,2021-09-15,422,92,211,47,44,45,7
548,2021-09-16,346,105,180,38,39,53,6
549,2021-09-17,388,64,190,28,42,61,7
550,2021-09-18,324,70,166,29,32,37,4
551,2021-09-19,376,75,158,45,29,42,6
552,2021-09-20,301,92,147,26,51,35,12
553,2021-09-21,334,84,152,24,28,36,27
554,2021-09-22,487,161,144,31,35,35,9
555,2021-09-23,116,29,148,38,25,32,4
556,2021-09-24,250,49,146,34,25,49,3
557,2021-09-25,228,36,159,29,28,45,3
558,2021-09-26,278,99,126,31,28,31,5
559,2021-09-27,258,75,129,17,19,43,11
560,2021-09-28,240,71,105,21,20,35,4
561,2021-09-29,208,64,121,26,15,51,4
562,2021-09-30,192,47,130,30,18,38,3
563,2021-10-01,121,28,94,12,14,31,2
564,2021-10-02,109,33,129,29,11,51,2
565,2021-10-03,118,27,100,22,12,43,3
566,2021-10-04,76,15,88,15,10,37,2
567,2021-10-05,117,16,95,22,12,44,3
568,2021-10-06,105,26,91,21,9,32,3
569,2021-10-07,132,26,91,18,13,31,3
570,2021-10-08,78,23,86,15,9,41,3
571,2021-10-09,74,27,69,13,3,30,3
572,2021-10-10,64,14,81,18,3,40,2
573,2021-10-11,93,16,80,16,8,42,4
574,2021-10-12,103,26,88,17,8,38,3
575,2021-10-13,68,12,74,12,8,30,2
576,2021-10-14,88,22,61,13,10,22,3
577,2021-10-15,89,19,73,14,4,39,3
578,2021-10-16,88,26,70,11,4,39,3
579,2021-10-17,63,11,72,8,8,30,4
580,2021-10-18,72,9,64,16,5,31,3
581,2021-10-19,69,11,75,16,3,37,3
582,2021-10-20,76,14,59,14,6,27,3
583,2021-10-21,96,21,53,13,3,25,3
584,2021-10-22,78,17,64,8,4,34,3
585,2021-10-23,42,10,52,5,7,23,3
586,2021-10-24,46,12,46,11,4,21,3
587,2021-10-25,92,11,32,5,1,17,3
588,2021-10-26,84,20,11,0,1,6,4
